,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_lot15,geo_loc,distance
11320,874000.0,3,2.5,1350,941,3.0,0.0,0.0,3,9,2007,98119,47.627,-122.364,1369,"(47.627, -122.364)",0.6725
11321,477500.0,3,2.0,1860,5146,2.0,0.0,0.0,3,8,1991,98029,47.571,-121.999,5146,"(47.571, -121.999)",16.8054
11324,590000.0,4,2.5,2240,9385,2.0,0.0,0.0,3,8,1991,98133,47.712,-122.332,9000,"(47.712, -122.332)",6.2924
11325,205000.0,3,1.75,1170,8239,1.0,0.0,0.0,3,7,1981,98042,47.368,-122.088,7866,"(47.368, -122.088)",21.4312
11326,310000.0,3,3.25,3130,9302,2.0,0.0,0.0,3,8,1987,98023,47.308,-122.338,7949,"(47.308, -122.338)",21.6979
11327,442500.0,2,2.25,1510,7280,2.0,0.0,0.0,3,7,1987,98074,47.626,-122.058,8120,"(47.626, -122.058)",13.6801
11328,1080000.0,4,3.5,3740,41458,2.0,0.0,2.0,3,11,2000,98072,47.737,-122.139,38325,"(47.737, -122.139)",12.6944
11331,334900.0,4,1.75,2180,4066,1.5,0.0,0.0,3,6,1911,98118,47.549,-122.277,1343,"(47.549, -122.277)",6.1229
11332,544300.0,4,1.75,1560,9000,1.0,0.0,0.0,5,7,1969,98052,47.671,-122.149,8848,"(47.671, -122.149)",10.0267
11333,370000.0,3,2.5,1780,4050,2.0,0.0,0.0,3,7,2001,98155,47.735,-122.308,4976,"(47.735, -122.308)",8.0746
11334,245000.0,3,1.75,1260,6908,1.0,0.0,0.0,3,7,1994,98038,47.385,-122.031,7159,"(47.385, -122.031)",22.1808
11335,535000.0,4,1.75,1570,3250,1.5,0.0,0.0,5,8,1928,98136,47.541,-122.393,5720,"(47.541, -122.393)",5.9118
11337,490000.0,4,2.25,2020,4960,2.0,0.0,0.0,3,7,1938,98117,47.687,-122.369,4550,"(47.687, -122.369)",4.5695
11342,240000.0,3,1.5,1460,13503,1.0,0.0,0.0,4,6,1977,98010,47.312,-122.015,13394,"(47.312, -122.015)",26.5669
11345,246950.0,3,3.5,1790,1682,2.0,0.0,0.0,3,7,2006,98108,47.542,-122.321,4000,"(47.542, -122.321)",5.703
11346,400000.0,3,1.0,1050,6000,1.0,0.0,0.0,3,7,1952,98116,47.571,-122.401,6000,"(47.571, -122.401)",4.2006
11347,533000.0,4,2.5,2590,6394,2.0,0.0,0.0,3,8,2003,98028,47.76,-122.233,5328,"(47.76, -122.233)",11.0237
11349,495000.0,4,2.5,4060,8547,2.0,0.0,0.0,3,9,2007,98038,47.369,-122.056,8313,"(47.369, -122.056)",22.2684
11350,862000.0,4,2.5,3190,14565,2.0,0.0,0.0,3,11,1990,98077,47.713,-122.072,20475,"(47.713, -122.072)",14.4566
11351,870000.0,4,2.5,3190,14565,2.0,0.0,0.0,3,11,1990,98077,47.713,-122.072,20475,"(47.713, -122.072)",14.4566
11352,875000.0,4,1.75,2180,9726,1.0,0.0,0.0,4,9,1966,98040,47.536,-122.233,10244,"(47.536, -122.233)",8.1138
11355,615000.0,2,1.5,1210,5000,1.5,0.0,0.0,5,6,1907,98117,47.679,-122.397,5000,"(47.679, -122.397)",4.4733
11356,334950.0,4,2.5,2410,7846,2.0,0.0,0.0,3,8,1992,98003,47.264,-122.312,7914,"(47.264, -122.312)",24.798
11357,775000.0,3,2.5,1980,7807,2.0,0.0,0.0,4,9,1989,98033,47.688,-122.204,7579,"(47.688, -122.204)",8.253
11359,565000.0,3,1.75,1720,2218,1.5,0.0,0.0,3,7,1931,98103,47.649,-122.335,1600,"(47.649, -122.335)",2.0274
11360,292500.0,2,1.0,750,5026,1.0,0.0,0.0,4,6,1942,98126,47.537,-122.374,5040,"(47.537, -122.374)",5.9574
11362,495000.0,3,2.5,2577,156816,2.0,0.0,0.0,3,8,2000,98092,47.294,-122.108,156816,"(47.294, -122.108)",25.3553
11363,525000.0,3,1.5,1540,4773,2.0,0.0,0.0,3,8,1941,98126,47.568,-122.378,5750,"(47.568, -122.378)",3.9206
11364,438600.0,1,1.0,720,2500,1.0,0.0,0.0,3,7,1910,98103,47.66,-122.345,3750,"(47.66, -122.345)",2.6509
11365,507000.0,3,2.25,1810,8158,1.0,0.0,0.0,3,8,1984,98074,47.626,-122.038,9532,"(47.626, -122.038)",14.6113
11367,1170000.0,4,2.5,2570,6251,2.0,0.0,0.0,3,9,2000,98004,47.593,-122.197,9588,"(47.593, -122.197)",7.478
11371,666000.0,3,2.5,3000,5000,1.5,0.0,0.0,4,7,1918,98144,47.578,-122.293,5000,"(47.578, -122.293)",4.0841
11373,420000.0,4,2.0,2280,10319,1.0,0.0,3.0,4,8,1989,98198,47.359,-122.322,9767,"(47.359, -122.322)",18.2175
11375,320000.0,3,2.0,1880,10758,1.0,0.0,0.0,5,6,1952,98059,47.509,-122.144,21000,"(47.509, -122.144)",12.4343
11377,325000.0,3,1.75,1010,7171,1.0,0.0,0.0,4,7,1967,98034,47.732,-122.231,7560,"(47.732, -122.231)",9.4551
11378,165000.0,3,1.0,1120,5000,1.0,0.0,0.0,3,6,1917,98146,47.511,-122.357,5000,"(47.511, -122.357)",7.6664
11379,500000.0,3,1.75,1560,16194,1.0,0.0,0.0,3,8,1961,98005,47.597,-122.175,16193,"(47.597, -122.175)",8.4088
11380,443000.0,4,1.5,1860,12197,1.0,0.0,0.0,3,7,1964,98034,47.729,-122.235,11761,"(47.729, -122.235)",9.1779
11381,213400.0,3,1.5,1150,8686,1.0,0.0,0.0,4,7,1963,98055,47.442,-122.194,8798,"(47.442, -122.194)",14.4438
11383,275000.0,4,2.25,2490,7233,1.0,0.0,0.0,3,8,1978,98023,47.312,-122.396,8000,"(47.312, -122.396)",21.5118
11384,299880.0,3,2.5,1460,3044,2.0,0.0,0.0,3,7,2000,98108,47.544,-122.296,3044,"(47.544, -122.296)",5.9757
11385,499950.0,3,3.5,1820,1501,2.0,0.0,0.0,3,8,2014,98144,47.596,-122.298,1501,"(47.596, -122.298)",3.0756
11387,550000.0,4,2.75,2230,9460,1.0,0.0,0.0,5,7,1960,98027,47.525,-122.044,10878,"(47.525, -122.044)",15.8286
11388,300000.0,4,2.5,2070,7476,2.0,0.0,0.0,3,8,2003,98092,47.335,-122.189,5500,"(47.335, -122.189)",21.2291
11389,920000.0,3,1.75,2480,4000,1.0,0.0,0.0,3,8,1948,98122,47.615,-122.288,4000,"(47.615, -122.288)",3.0048
11392,253500.0,3,1.0,1220,20400,1.0,0.0,0.0,5,6,1959,98022,47.206,-122.023,53578,"(47.206, -122.023)",32.5874
11393,978000.0,4,2.75,2620,13777,1.5,0.0,2.0,4,9,1926,98144,47.58,-122.285,9287,"(47.58, -122.285)",4.2471
11394,387500.0,4,2.5,3190,9856,2.0,0.0,0.0,3,8,1979,98058,47.444,-122.126,7996,"(47.444, -122.126)",16.1846
11395,325000.0,3,1.0,850,6906,1.0,0.0,0.0,3,6,1948,98155,47.744,-122.314,6907,"(47.744, -122.314)",8.6166
11396,568000.0,3,2.5,1740,1308,3.0,0.0,0.0,3,8,2008,98116,47.589,-122.387,1280,"(47.589, -122.387)",2.8056
11397,525000.0,4,2.5,2140,7754,2.0,0.0,0.0,3,8,1996,98133,47.717,-122.338,7775,"(47.717, -122.338)",6.6016
11398,560000.0,3,2.5,2070,12708,2.0,0.0,0.0,3,8,1996,98056,47.529,-122.18,9617,"(47.529, -122.18)",10.2593
11400,484950.0,2,1.0,1000,4956,1.0,0.0,2.0,4,7,1916,98107,47.675,-122.36,4959,"(47.675, -122.36)",3.6891
11401,1300000.0,3,2.75,3340,12690,1.0,0.0,0.0,3,10,1956,98105,47.666,-122.27,9480,"(47.666, -122.27)",4.8733
11403,590000.0,4,2.25,2430,32496,1.0,0.0,0.0,3,9,1993,98077,47.764,-122.048,35506,"(47.764, -122.048)",17.2014
11404,106000.0,1,1.0,560,5700,1.0,0.0,0.0,3,5,1947,98146,47.511,-122.359,5000,"(47.511, -122.359)",7.67
11405,751000.0,3,2.5,3380,9528,2.0,0.0,0.0,3,10,1994,98059,47.528,-122.148,14089,"(47.528, -122.148)",11.4998
11406,474000.0,2,1.0,1100,3500,1.0,0.0,0.0,5,7,1908,98115,47.674,-122.323,4000,"(47.674, -122.323)",3.8397
11407,189000.0,2,2.0,1700,3171,1.0,0.0,0.0,5,5,1927,98002,47.303,-122.224,5906,"(47.303, -122.224)",22.8271
11408,440500.0,3,2.5,1600,3172,2.0,0.0,0.0,3,7,2002,98053,47.687,-122.042,3698,"(47.687, -122.042)",15.0994
11410,589000.0,2,2.0,1850,4667,1.0,0.0,0.0,3,8,2010,98053,47.71,-122.014,6008,"(47.71, -122.014)",16.8514
11411,273000.0,3,2.25,1830,7651,2.0,0.0,0.0,3,8,1986,98092,47.264,-122.219,8442,"(47.264, -122.219)",25.4942
11413,277700.0,2,1.5,1240,1055,2.0,0.0,0.0,3,8,1967,98008,47.61,-122.112,1340,"(47.61, -122.112)",11.1944
11416,464000.0,2,2.0,1230,4800,2.0,0.0,0.0,3,7,1952,98133,47.715,-122.35,7200,"(47.715, -122.35)",6.4331
11417,281000.0,3,1.75,1690,9826,1.0,0.0,0.0,4,7,1988,98023,47.314,-122.365,9826,"(47.314, -122.365)",21.2829
11418,320000.0,3,1.0,1520,8870,1.5,0.0,0.0,4,7,1951,98155,47.764,-122.317,7800,"(47.764, -122.317)",9.9499
11420,745000.0,4,1.75,1990,8900,1.0,0.0,0.0,4,8,1972,98006,47.564,-122.149,8925,"(47.564, -122.149)",10.2573
11421,245000.0,3,1.75,1480,3900,1.0,0.0,0.0,4,7,1980,98023,47.298,-122.367,6956,"(47.298, -122.367)",22.3908
11422,250000.0,3,1.75,1480,3900,1.0,0.0,0.0,4,7,1980,98023,47.298,-122.367,6956,"(47.298, -122.367)",22.3908
11423,470000.0,3,2.5,2120,2374,2.0,0.0,0.0,3,8,2005,98052,47.674,-122.142,3043,"(47.674, -122.142)",10.4036
11424,216650.0,3,3.5,1480,1077,2.0,0.0,0.0,3,7,2007,98109,47.542,-122.322,2003,"(47.542, -122.322)",5.6915
11425,440000.0,3,1.0,1250,8412,1.0,0.0,0.0,4,7,1975,98052,47.701,-122.131,8976,"(47.701, -122.131)",11.6339
11426,590000.0,4,2.5,2010,7972,2.0,0.0,0.0,4,8,1989,98029,47.578,-122.018,8511,"(47.578, -122.018)",15.8402
11427,935000.0,5,2.5,3150,35283,1.0,0.0,0.0,3,10,1975,98005,47.637,-122.157,35283,"(47.637, -122.157)",9.1258
11428,848000.0,3,3.5,3010,5717,2.0,0.0,0.0,3,10,2000,98007,47.594,-122.15,5138,"(47.594, -122.15)",9.5915
11429,827500.0,5,4.25,3920,5823,2.0,0.0,0.0,3,9,2000,98029,47.549,-122.008,5297,"(47.549, -122.008)",16.7907
11430,1130000.0,6,3.0,2880,3192,2.0,0.0,0.0,4,8,1919,98103,47.651,-122.332,4533,"(47.651, -122.332)",2.2099
11431,630000.0,2,2.25,2550,5663,1.0,0.0,0.0,3,10,2011,98056,47.53,-122.202,3828,"(47.53, -122.202)",9.4343
11432,340000.0,5,1.0,1120,9022,1.5,0.0,0.0,4,7,1962,98034,47.73,-122.24,7500,"(47.73, -122.24)",9.0989
11433,570000.0,4,2.75,3140,10918,1.0,0.0,0.0,3,8,1968,98034,47.709,-122.243,10918,"(47.709, -122.243)",7.8613
11435,514500.0,4,2.5,2990,9614,1.0,0.0,2.0,4,9,1976,98003,47.342,-122.329,12085,"(47.342, -122.329)",19.3683
11436,360000.0,2,1.0,1120,12625,1.0,0.0,3.0,3,7,1940,98136,47.54,-122.385,6828,"(47.54, -122.385)",5.8677
11438,660000.0,3,2.75,2210,4000,2.0,0.0,0.0,3,8,2008,98053,47.695,-122.017,4674,"(47.695, -122.017)",16.3746
11439,647000.0,4,2.5,2390,5800,2.0,0.0,0.0,3,9,2000,98075,47.596,-122.038,6507,"(47.596, -122.038)",14.7219
11440,366000.0,3,1.75,1520,8625,1.0,0.0,0.0,3,8,1976,98011,47.769,-122.223,9200,"(47.769, -122.223)",11.795
11441,354000.0,5,1.75,1830,7986,1.0,0.0,0.0,4,7,1962,98106,47.521,-122.35,7260,"(47.521, -122.35)",6.972
11442,850000.0,4,3.5,2640,5900,2.0,0.0,2.0,3,8,1937,98136,47.542,-122.383,5900,"(47.542, -122.383)",5.71
11443,496700.0,3,2.5,1740,5782,2.0,0.0,0.0,4,8,1989,98029,47.578,-122.001,5782,"(47.578, -122.001)",16.6182
11444,300000.0,3,2.0,1550,8300,1.0,0.0,0.0,4,8,1965,98055,47.465,-122.195,8000,"(47.465, -122.195)",13.0743
11445,390000.0,3,1.0,1040,8075,1.0,0.0,0.0,4,7,1961,98033,47.67,-122.176,8075,"(47.67, -122.176)",8.8281
11448,475000.0,3,1.75,1260,10065,1.0,0.0,0.0,3,7,1954,98006,47.573,-122.138,10278,"(47.573, -122.138)",10.5144
11451,199000.0,3,2.5,1750,6725,1.0,0.0,0.0,3,7,1993,98038,47.352,-122.058,7744,"(47.352, -122.058)",23.1474
11452,279900.0,4,2.5,1770,4338,2.0,0.0,0.0,3,7,2001,98042,47.367,-122.099,6606,"(47.367, -122.099)",21.1978
11454,405000.0,3,2.5,2160,10200,1.0,0.0,0.0,3,7,1978,98133,47.73,-122.331,7850,"(47.73, -122.331)",7.5308
11455,615000.0,4,2.25,2360,15860,1.0,0.0,0.0,3,9,1977,98074,47.631,-122.051,11798,"(47.631, -122.051)",14.0166
11457,451000.0,4,1.5,1620,5444,1.5,0.0,0.0,3,8,1955,98125,47.706,-122.297,6912,"(47.706, -122.297)",6.3438
11458,850000.0,2,2.75,2700,9854,1.0,0.0,0.0,3,9,2012,98053,47.719,-122.024,4168,"(47.719, -122.024)",16.6577
11459,1180000.0,5,2.25,3270,16553,2.0,0.0,2.0,5,9,1968,98040,47.543,-122.236,17916,"(47.543, -122.236)",7.6678
11460,245000.0,2,1.0,870,6150,1.0,0.0,0.0,3,6,1941,98106,47.526,-122.347,6150,"(47.526, -122.347)",6.6297
11461,450000.0,2,1.75,840,3340,1.0,0.0,0.0,3,6,1912,98107,47.669,-122.359,3980,"(47.669, -122.359)",3.272
11462,370350.0,3,3.5,1340,1168,2.0,0.0,2.0,3,8,2002,98133,47.711,-122.356,1378,"(47.711, -122.356)",6.1595
11463,543000.0,3,2.5,1540,1256,3.0,0.0,0.0,3,8,2004,98103,47.65,-122.346,1350,"(47.65, -122.346)",1.9596
11464,265000.0,2,2.0,1650,8975,1.0,0.0,0.0,5,6,1942,98146,47.507,-122.36,8668,"(47.507, -122.36)",7.9483
11465,497000.0,3,2.5,2630,4611,2.0,0.0,0.0,3,8,2001,98065,47.532,-121.868,5250,"(47.532, -121.868)",23.3854
11466,419000.0,4,2.25,1880,9727,1.0,0.0,0.0,3,7,1979,98028,47.773,-122.257,10274,"(47.773, -122.257)",11.3308
11467,545800.0,4,2.5,1980,4500,2.0,0.0,0.0,3,8,1989,98029,47.579,-122.001,4595,"(47.579, -122.001)",16.6056
11469,195000.0,3,2.0,1230,8235,1.5,0.0,0.0,3,6,1959,98168,47.485,-122.304,10281,"(47.485, -122.304)",9.7169
11470,1130000.0,4,2.5,2520,2600,2.0,0.0,0.0,5,8,1925,98119,47.643,-122.358,3600,"(47.643, -122.358)",1.4871
11471,255000.0,5,1.75,1970,8925,1.0,0.0,0.0,5,7,1977,98002,47.292,-122.196,8025,"(47.292, -122.196)",23.9264
11472,500000.0,2,1.5,1520,8040,1.0,0.0,0.0,5,7,1951,98125,47.713,-122.306,8040,"(47.713, -122.306)",6.6439
11474,390000.0,4,2.0,2290,9200,1.5,0.0,0.0,3,7,1920,98166,47.468,-122.363,9200,"(47.468, -122.363)",10.6465
11475,339000.0,3,2.0,1979,8470,1.0,0.0,2.0,4,7,1956,98198,47.391,-122.301,8591,"(47.391, -122.301)",16.1282
11476,1330000.0,4,3.5,2170,3672,2.0,0.0,0.0,3,9,1905,98115,47.683,-122.329,3450,"(47.683, -122.329)",4.3518
11477,429900.0,4,1.5,1820,17918,1.0,0.0,0.0,4,8,1962,98056,47.521,-122.179,15241,"(47.521, -122.179)",10.6495
11480,499000.0,4,2.5,1970,2601,2.0,0.0,0.0,3,7,1999,98144,47.595,-122.308,3025,"(47.595, -122.308)",2.7565
11482,615000.0,3,1.75,1920,4000,1.0,0.0,0.0,3,7,1950,98102,47.639,-122.318,4000,"(47.639, -122.318)",1.9642
11483,455000.0,2,1.5,1020,1146,3.0,0.0,0.0,3,7,2001,98115,47.677,-122.325,1156,"(47.677, -122.325)",4.0048
11484,458000.0,3,1.0,1660,7500,1.0,0.0,0.0,4,7,1940,98125,47.711,-122.306,7500,"(47.711, -122.306)",6.5131
11485,580000.0,3,2.25,1670,7416,1.0,0.0,0.0,4,7,1974,98005,47.603,-122.172,7416,"(47.603, -122.172)",8.4715
11486,966000.0,5,4.5,3810,8019,2.0,0.0,0.0,3,10,2008,98074,47.592,-122.058,7713,"(47.592, -122.058)",13.8367
11487,240000.0,4,1.75,2020,10332,1.0,0.0,0.0,3,7,1954,98168,47.506,-122.303,8379,"(47.506, -122.303)",8.3236
11488,229050.0,1,1.0,420,3298,1.0,0.0,0.0,4,4,1949,98136,47.538,-122.391,4975,"(47.538, -122.391)",6.0794
11489,328500.0,3,2.25,1390,1407,3.0,0.0,0.0,3,7,2004,98125,47.723,-122.296,1628,"(47.723, -122.296)",7.4505
11491,650000.0,4,2.0,1820,5000,1.5,0.0,1.0,3,7,1945,98115,47.681,-122.269,5000,"(47.681, -122.269)",5.6116
11492,398500.0,3,2.5,1630,1971,2.0,0.0,0.0,3,8,1996,98177,47.775,-122.375,3451,"(47.775, -122.375)",10.6335
11494,815000.0,3,2.0,2270,11989,1.0,0.0,0.0,4,9,1968,98040,47.543,-122.229,12439,"(47.543, -122.229)",7.9006
11496,510000.0,3,2.25,2750,219542,2.0,0.0,0.0,3,7,1981,98014,47.637,-121.948,219542,"(47.637, -121.948)",18.8266
11498,254500.0,4,2.75,2570,7264,2.0,0.0,0.0,3,8,1998,98092,47.258,-122.208,7911,"(47.258, -122.208)",26.0244
11499,760000.0,3,2.5,2050,15020,1.0,0.0,2.0,3,9,1960,98177,47.759,-122.371,15050,"(47.759, -122.371)",9.5151
11500,210000.0,3,2.5,1610,6732,2.0,0.0,0.0,3,7,1994,98030,47.366,-122.172,7414,"(47.366, -122.172)",19.5703
11502,676000.0,3,2.0,1730,6784,2.5,0.0,0.0,4,7,1942,98199,47.646,-122.403,6784,"(47.646, -122.403)",2.9116
11503,475000.0,4,3.5,2440,3052,2.0,0.0,0.0,3,8,2006,98108,47.555,-122.309,4600,"(47.555, -122.309)",5.0324
11504,880000.0,4,2.75,3220,4392,1.5,0.0,0.0,4,9,1931,98105,47.671,-122.276,5795,"(47.671, -122.276)",4.8914
11505,1210000.0,4,3.25,4330,26162,2.0,0.0,0.0,3,11,1997,98074,47.601,-122.011,26319,"(47.601, -122.011)",15.9352
11506,420000.0,3,1.5,1780,5000,1.0,0.0,4.0,4,7,1958,98118,47.517,-122.256,7500,"(47.517, -122.256)",8.5109
11507,607000.0,3,1.0,1230,8114,1.0,0.0,0.0,4,7,1951,98004,47.582,-122.196,8114,"(47.582, -122.196)",7.76
11508,475000.0,4,1.75,2160,19283,2.0,0.0,0.0,3,8,1981,98011,47.76,-122.169,9744,"(47.76, -122.169)",12.7768
11509,395000.0,2,1.75,1400,2500,1.0,0.0,0.0,5,7,1916,98116,47.563,-122.391,5700,"(47.563, -122.391)",4.4626
11510,650000.0,4,1.75,1900,10454,1.0,0.0,0.0,4,7,1954,98004,47.593,-122.195,11325,"(47.593, -122.195)",7.5678
11511,625000.0,5,2.75,2910,85377,1.0,0.0,0.0,4,8,1966,98027,47.48,-122.03,66120,"(47.48, -122.03)",17.9216
11512,849000.0,3,3.0,2960,42159,2.0,0.0,0.0,3,10,1995,98052,47.718,-122.1,25209,"(47.718, -122.1)",13.4623
11513,429950.0,3,1.5,2010,9480,1.0,0.0,0.0,3,8,1951,98125,47.71,-122.281,8791,"(47.71, -122.281)",6.9192
11514,825000.0,3,2.5,3760,5260,2.0,0.0,0.0,3,9,2002,98029,47.549,-122.007,5312,"(47.549, -122.007)",16.8351
11515,505000.0,2,1.0,1020,5000,1.0,0.0,0.0,4,7,1916,98117,47.678,-122.363,5000,"(47.678, -122.363)",3.9117
11516,265000.0,2,1.0,1290,2828,2.0,0.0,0.0,3,7,2008,98053,47.697,-122.025,2628,"(47.697, -122.025)",16.0647
11517,283000.0,3,1.0,890,8400,1.0,0.0,0.0,4,6,1954,98056,47.517,-122.204,5565,"(47.517, -122.204)",9.997
11518,560000.0,3,2.75,1620,7500,1.0,0.0,0.0,5,7,1979,98074,47.617,-122.065,7500,"(47.617, -122.065)",13.3566
11520,610000.0,5,2.75,2930,31411,1.0,0.0,0.0,4,9,1975,98006,47.558,-122.186,12378,"(47.558, -122.186)",8.8946
11521,589000.0,3,2.5,2940,4799,1.0,0.0,0.0,3,9,1996,98033,47.668,-122.184,4616,"(47.668, -122.184)",8.4312
11522,192500.0,3,1.0,1080,8580,1.5,0.0,0.0,3,6,1900,98168,47.472,-122.262,12672,"(47.472, -122.262)",11.17
11524,550000.0,3,1.0,1010,6120,1.0,0.0,0.0,3,7,1940,98115,47.686,-122.296,6120,"(47.686, -122.296)",5.1318
11525,460000.0,2,1.5,1790,3760,1.5,0.0,0.0,4,8,1928,98117,47.687,-122.373,5080,"(47.687, -122.373)",4.6059
11526,264500.0,4,2.25,2060,11385,1.0,0.0,0.0,4,7,1962,98023,47.314,-122.363,11385,"(47.314, -122.363)",21.2804
11527,339000.0,3,1.0,1150,2496,1.0,0.0,0.0,3,6,1947,98126,47.519,-122.376,1203,"(47.519, -122.376)",7.1994
11528,950000.0,4,3.5,4030,4200,3.0,0.0,0.0,3,9,1992,98199,47.642,-122.386,5000,"(47.642, -122.386)",2.1164
11529,677500.0,3,1.75,2020,9718,1.0,0.0,0.0,3,8,1956,98040,47.574,-122.21,8604,"(47.574, -122.21)",7.3851
11530,690000.0,4,2.5,2740,8120,2.0,0.0,0.0,3,9,1999,98074,47.612,-122.006,8344,"(47.612, -122.006)",16.1154
11531,312000.0,4,2.25,1930,7452,1.0,0.0,0.0,3,7,1984,98031,47.41,-122.189,7200,"(47.41, -122.189)",16.4924
11532,840000.0,5,1.75,2500,11617,1.0,0.0,0.0,4,9,1966,98040,47.536,-122.217,11617,"(47.536, -122.217)",8.6395
11533,357500.0,3,3.5,2080,5100,2.0,0.0,0.0,3,8,2004,98038,47.35,-122.005,5100,"(47.35, -122.005)",24.7987
11534,675000.0,3,1.5,1460,6480,1.0,0.0,2.0,4,7,1940,98117,47.696,-122.397,6912,"(47.696, -122.397)",5.5369
11535,515000.0,3,2.75,3290,11441,2.0,0.0,0.0,4,10,1988,98023,47.305,-122.34,12070,"(47.305, -122.34)",21.9025
11536,491234.0,4,2.5,1540,1860,2.0,0.0,0.0,3,8,2014,98029,47.552,-121.999,1090,"(47.552, -121.999)",17.1312
11539,810000.0,4,2.0,2920,10424,1.0,0.0,0.0,5,8,1964,98005,47.588,-122.172,10696,"(47.588, -122.172)",8.6929
11540,252000.0,3,1.5,1150,13200,1.0,0.0,0.0,3,7,1956,98166,47.475,-122.345,13066,"(47.475, -122.345)",10.1546
11541,299999.0,3,2.5,2380,9719,2.0,0.0,0.0,3,8,2001,98001,47.293,-122.283,11505,"(47.293, -122.283)",22.9503
11542,400000.0,3,2.75,2220,5000,2.0,0.0,0.0,3,7,1993,98108,47.551,-122.324,5000,"(47.551, -122.324)",5.0659
11544,357000.0,3,2.0,2460,53882,1.0,1.0,4.0,3,7,1955,98198,47.381,-122.325,32625,"(47.381, -122.325)",16.6912
11545,365000.0,3,1.75,1820,5555,1.0,0.0,0.0,4,7,1939,98103,47.687,-122.352,4000,"(47.687, -122.352)",4.498
11546,804000.0,4,2.5,2620,5060,2.0,0.0,0.0,3,9,2005,98116,47.563,-122.394,5060,"(47.563, -122.394)",4.5218
11547,808250.0,3,2.0,1750,2640,1.0,0.0,0.0,3,8,1914,98119,47.642,-122.368,4560,"(47.642, -122.368)",1.5826
11548,360000.0,4,2.5,2020,7289,2.0,0.0,0.0,3,7,1994,98031,47.401,-122.171,7259,"(47.401, -122.171)",17.4375
11551,380000.0,3,1.75,1920,8775,1.0,0.0,0.0,3,7,1953,98166,47.454,-122.351,8100,"(47.454, -122.351)",11.6008
11552,350000.0,3,1.75,1680,250470,1.0,0.0,0.0,4,7,1940,98019,47.762,-121.93,360000,"(47.762, -121.93)",21.8711
11554,310000.0,3,1.0,1240,7194,1.0,0.0,0.0,3,6,1936,98011,47.764,-122.202,8514,"(47.764, -122.202)",12.0361
11555,315000.0,3,1.75,1410,15134,1.0,0.0,0.0,3,7,1980,98014,47.693,-121.921,15337,"(47.693, -121.921)",20.6374
11556,258950.0,3,1.75,1440,8050,1.0,0.0,0.0,3,8,1985,98023,47.319,-122.39,7488,"(47.319, -122.39)",21.0047
11558,510000.0,5,1.5,1550,9750,1.0,0.0,0.0,4,7,1966,98033,47.681,-122.169,9750,"(47.681, -122.169)",9.4332
11559,400000.0,3,2.0,1760,6875,1.0,0.0,0.0,4,8,1967,98072,47.74,-122.093,13650,"(47.74, -122.093)",14.5398
11563,335000.0,3,1.75,2010,9417,1.0,0.0,0.0,4,8,1967,98030,47.373,-122.185,8250,"(47.373, -122.185)",18.876
11565,440000.0,4,2.25,2160,8119,1.0,0.0,0.0,3,8,1966,98006,47.544,-122.177,9000,"(47.544, -122.177)",9.7601
11566,412250.0,2,2.0,1300,2983,1.0,0.0,0.0,3,8,2006,98053,47.703,-122.015,3876,"(47.703, -122.015)",16.6399
11567,185000.0,3,1.5,1280,4031,2.0,0.0,0.0,4,6,1985,98002,47.334,-122.215,4500,"(47.334, -122.215)",20.8912
11569,422000.0,4,2.5,3200,6691,2.0,0.0,0.0,3,7,2002,98038,47.367,-122.031,6510,"(47.367, -122.031)",23.1154
11570,408000.0,3,2.25,2800,35362,2.0,0.0,0.0,3,9,1985,98042,47.351,-122.089,37058,"(47.351, -122.089)",22.3783
11571,306500.0,2,1.0,1390,19988,1.0,0.0,2.0,4,7,1949,98198,47.398,-122.321,10490,"(47.398, -122.321)",15.5362
11572,359900.0,4,2.5,2600,5188,2.0,0.0,0.0,3,8,2005,98038,47.345,-122.04,5188,"(47.345, -122.04)",24.0387
11576,188000.0,1,1.0,550,16345,1.0,0.0,0.0,3,4,1945,98106,47.518,-122.339,9240,"(47.518, -122.339)",7.2032
11577,1140000.0,4,3.25,2500,5801,1.5,0.0,0.0,3,8,1926,98112,47.632,-122.29,7350,"(47.632, -122.29)",2.9566
11579,1190000.0,4,2.75,3020,8622,2.0,0.0,0.0,3,9,1976,98004,47.587,-122.201,14303,"(47.587, -122.201)",7.4231
11580,635200.0,4,1.75,1640,4240,1.0,0.0,0.0,5,7,1921,98117,47.677,-122.368,4240,"(47.677, -122.368)",3.8819
11581,355000.0,3,1.75,1870,8250,2.0,0.0,0.0,3,7,1956,98188,47.445,-122.285,8714,"(47.445, -122.285)",12.6125
11582,544000.0,3,2.5,1760,1755,3.5,0.0,0.0,3,8,1998,98105,47.669,-122.279,1721,"(47.669, -122.279)",4.695
11583,402000.0,3,1.5,1320,3145,2.0,0.0,0.0,3,7,1998,98144,47.591,-122.297,3002,"(47.591, -122.297)",3.3243
11585,216000.0,3,1.75,1580,9705,1.0,0.0,0.0,4,7,1977,98042,47.382,-122.09,9942,"(47.382, -122.09)",20.5903
11587,850000.0,4,3.25,3090,6744,2.0,0.0,4.0,3,9,1923,98177,47.768,-122.388,6656,"(47.768, -122.388)",10.2347
